NATURALEZA,JORNADA,PROMLECT,PROMMATE
OFICIAL,COMPLETA,33,18
OFICIAL,COMPLETA,0,19
OFICIAL,COMPLETA,30,21
OFICIAL,COMPLETA,44,21
OFICIAL,COMPLETA,31,25
NO OFICIAL,MANANA,34,27
OFICIAL,COMPLETA,38,28
OFICIAL,COMPLETA,47,28
OFICIAL,COMPLETA,31,29
OFICIAL,COMPLETA,34,29
OFICIAL,COMPLETA,35,29
OFICIAL,COMPLETA,36,29
OFICIAL,COMPLETA,36,29
OFICIAL,COMPLETA,45,29
OFICIAL,COMPLETA,33,30
OFICIAL,UNICA,36,30
OFICIAL,NOCTURNA,36,30
OFICIAL,FIN DE SEMANA,40,30
OFICIAL,COMPLETA,41,30
OFICIAL,COMPLETA,44,30
OFICIAL,NOCTURNA,34,31
OFICIAL,FIN DE SEMANA,38,31
OFICIAL,COMPLETA,39,31
OFICIAL,COMPLETA,40,31
OFICIAL,COMPLETA,33,32
OFICIAL,COMPLETA,34,32
NO OFICIAL,FIN DE SEMANA,37,32
OFICIAL,COMPLETA,37,32
OFICIAL,MANANA,39,32
OFICIAL,COMPLETA,39,32
OFICIAL,COMPLETA,40,32
NO OFICIAL,FIN DE SEMANA,40,32
OFICIAL,FIN DE SEMANA,41,32
OFICIAL,NOCTURNA,42,32
OFICIAL,FIN DE SEMANA,43,32
OFICIAL,FIN DE SEMANA,45,32
OFICIAL,FIN DE SEMANA,36,33
NO OFICIAL,FIN DE SEMANA,36,33
OFICIAL,COMPLETA,37,33
OFICIAL,COMPLETA,37,33
OFICIAL,COMPLETA,37,33
OFICIAL,COMPLETA,38,33
OFICIAL,FIN DE SEMANA,38,33
NO OFICIAL,FIN DE SEMANA,38,33
OFICIAL,COMPLETA,38,33
OFICIAL,FIN DE SEMANA,38,33
OFICIAL,FIN DE SEMANA,38,33
OFICIAL,COMPLETA,39,33
OFICIAL,FIN DE SEMANA,39,33
OFICIAL,NOCTURNA,39,33
OFICIAL,COMPLETA,40,33
OFICIAL,COMPLETA,40,33
OFICIAL,FIN DE SEMANA,41,33
OFICIAL,COMPLETA,41,33
OFICIAL,COMPLETA,43,33
OFICIAL,COMPLETA,32,34
OFICIAL,COMPLETA,37,34
OFICIAL,COMPLETA,37,34
OFICIAL,FIN DE SEMANA,37,34
OFICIAL,COMPLETA,39,34
OFICIAL,COMPLETA,39,34
OFICIAL,COMPLETA,40,34
OFICIAL,FIN DE SEMANA,41,34
OFICIAL,COMPLETA,41,34
OFICIAL,NOCTURNA,42,34
OFICIAL,COMPLETA,42,34
OFICIAL,MANANA,42,34
OFICIAL,COMPLETA,43,34
OFICIAL,COMPLETA,44,34
OFICIAL,FIN DE SEMANA,46,34
OFICIAL,COMPLETA,46,34
OFICIAL,COMPLETA,49,34
OFICIAL,COMPLETA,32,35
OFICIAL,TARDE,33,35
OFICIAL,COMPLETA,35,35
OFICIAL,COMPLETA,36,35
OFICIAL,UNICA,37,35
OFICIAL,FIN DE SEMANA,38,35
OFICIAL,COMPLETA,38,35
OFICIAL,UNICA,38,35
OFICIAL,COMPLETA,39,35
OFICIAL,FIN DE SEMANA,39,35
OFICIAL,FIN DE SEMANA,40,35
OFICIAL,COMPLETA,40,35
OFICIAL,NOCTURNA,40,35
OFICIAL,COMPLETA,40,35
OFICIAL,FIN DE SEMANA,40,35
OFICIAL,NOCTURNA,41,35
OFICIAL,COMPLETA,41,35
OFICIAL,FIN DE SEMANA,41,35
OFICIAL,COMPLETA,41,35
OFICIAL,FIN DE SEMANA,41,35
OFICIAL,MANANA,42,35
OFICIAL,COMPLETA,42,35
OFICIAL,COMPLETA,43,35
OFICIAL,FIN DE SEMANA,43,35
OFICIAL,COMPLETA,47,35
OFICIAL,COMPLETA,35,36
OFICIAL,COMPLETA,37,36
OFICIAL,COMPLETA,38,36
OFICIAL,FIN DE SEMANA,38,36
OFICIAL,FIN DE SEMANA,39,36
OFICIAL,COMPLETA,40,36
OFICIAL,FIN DE SEMANA,40,36
OFICIAL,COMPLETA,40,36
OFICIAL,COMPLETA,40,36
OFICIAL,COMPLETA,40,36
NO OFICIAL,FIN DE SEMANA,40,36
OFICIAL,FIN DE SEMANA,41,36
OFICIAL,MANANA,41,36
OFICIAL,NOCTURNA,41,36
OFICIAL,COMPLETA,41,36
OFICIAL,FIN DE SEMANA,41,36
OFICIAL,FIN DE SEMANA,42,36
NO OFICIAL,FIN DE SEMANA,42,36
OFICIAL,NOCTURNA,42,36
OFICIAL,COMPLETA,42,36
OFICIAL,COMPLETA,43,36
OFICIAL,FIN DE SEMANA,43,36
OFICIAL,NOCTURNA,44,36
OFICIAL,FIN DE SEMANA,44,36
OFICIAL,COMPLETA,45,36
OFICIAL,COMPLETA,49,36
OFICIAL,COMPLETA,38,37
OFICIAL,NOCTURNA,38,37
OFICIAL,COMPLETA,39,37
OFICIAL,COMPLETA,39,37
OFICIAL,FIN DE SEMANA,40,37
OFICIAL,NOCTURNA,40,37
NO OFICIAL,FIN DE SEMANA,40,37
OFICIAL,FIN DE SEMANA,40,37
OFICIAL,COMPLETA,40,37
OFICIAL,COMPLETA,40,37
OFICIAL,NOCTURNA,41,37
NO OFICIAL,COMPLETA,41,37
OFICIAL,NOCTURNA,41,37
OFICIAL,FIN DE SEMANA,41,37
NO OFICIAL,FIN DE SEMANA,41,37
OFICIAL,FIN DE SEMANA,41,37
OFICIAL,COMPLETA,41,37
OFICIAL,FIN DE SEMANA,41,37
OFICIAL,NOCTURNA,41,37
OFICIAL,MANANA,42,37
OFICIAL,FIN DE SEMANA,42,37
NO OFICIAL,FIN DE SEMANA,42,37
OFICIAL,TARDE,42,37
NO OFICIAL,FIN DE SEMANA,42,37
OFICIAL,FIN DE SEMANA,42,37
OFICIAL,MANANA,42,37
OFICIAL,MANANA,42,37
OFICIAL,MANANA,42,37
NO OFICIAL,FIN DE SEMANA,42,37
OFICIAL,FIN DE SEMANA,42,37
NO OFICIAL,NOCTURNA,42,37
OFICIAL,COMPLETA,43,37
OFICIAL,COMPLETA,43,37
OFICIAL,COMPLETA,43,37
OFICIAL,COMPLETA,43,37
NO OFICIAL,FIN DE SEMANA,43,37
NO OFICIAL,FIN DE SEMANA,43,37
NO OFICIAL,NOCTURNA,43,37
OFICIAL,MANANA,43,37
OFICIAL,COMPLETA,43,37
OFICIAL,COMPLETA,44,37
OFICIAL,MANANA,44,37
OFICIAL,FIN DE SEMANA,44,37
OFICIAL,NOCTURNA,44,37
OFICIAL,NOCTURNA,44,37
OFICIAL,COMPLETA,44,37
OFICIAL,UNICA,45,37
OFICIAL,COMPLETA,45,37
OFICIAL,COMPLETA,45,37
OFICIAL,NOCTURNA,45,37
OFICIAL,COMPLETA,47,37
OFICIAL,COMPLETA,32,38
OFICIAL,COMPLETA,34,38
OFICIAL,COMPLETA,37,38
OFICIAL,COMPLETA,38,38
OFICIAL,COMPLETA,38,38
OFICIAL,COMPLETA,38,38
OFICIAL,COMPLETA,39,38
OFICIAL,FIN DE SEMANA,40,38
OFICIAL,NOCTURNA,41,38
OFICIAL,COMPLETA,41,38
OFICIAL,NOCTURNA,41,38
OFICIAL,FIN DE SEMANA,41,38
NO OFICIAL,FIN DE SEMANA,41,38
OFICIAL,TARDE,41,38
OFICIAL,COMPLETA,41,38
OFICIAL,FIN DE SEMANA,41,38
OFICIAL,COMPLETA,42,38
OFICIAL,NOCTURNA,42,38
OFICIAL,MANANA,42,38
OFICIAL,MANANA,42,38
OFICIAL,NOCTURNA,42,38
OFICIAL,TARDE,42,38
OFICIAL,COMPLETA,42,38
OFICIAL,FIN DE SEMANA,42,38
OFICIAL,COMPLETA,43,38
OFICIAL,NOCTURNA,43,38
OFICIAL,FIN DE SEMANA,43,38
OFICIAL,FIN DE SEMANA,43,38
OFICIAL,FIN DE SEMANA,43,38
NO OFICIAL,FIN DE SEMANA,43,38
NO OFICIAL,MANANA,43,38
OFICIAL,MANANA,43,38
OFICIAL,FIN DE SEMANA,43,38
OFICIAL,COMPLETA,43,38
NO OFICIAL,COMPLETA,43,38
OFICIAL,FIN DE SEMANA,44,38
OFICIAL,NOCTURNA,44,38
OFICIAL,COMPLETA,44,38
OFICIAL,TARDE,44,38
OFICIAL,TARDE,44,38
OFICIAL,UNICA,44,38
OFICIAL,COMPLETA,44,38
OFICIAL,COMPLETA,44,38
OFICIAL,NOCTURNA,44,38
OFICIAL,NOCTURNA,44,38
OFICIAL,NOCTURNA,44,38
OFICIAL,UNICA,44,38
OFICIAL,FIN DE SEMANA,44,38
NO OFICIAL,TARDE,44,38
OFICIAL,MANANA,45,38
OFICIAL,COMPLETA,45,38
OFICIAL,MANANA,45,38
OFICIAL,COMPLETA,45,38
OFICIAL,COMPLETA,45,38
OFICIAL,NOCTURNA,45,38
OFICIAL,NOCTURNA,46,38
OFICIAL,FIN DE SEMANA,47,38
OFICIAL,COMPLETA,50,38
OFICIAL,COMPLETA,37,39
OFICIAL,NOCTURNA,38,39
OFICIAL,TARDE,40,39
OFICIAL,COMPLETA,40,39
OFICIAL,NOCTURNA,41,39
OFICIAL,COMPLETA,41,39
OFICIAL,COMPLETA,41,39
OFICIAL,FIN DE SEMANA,41,39
OFICIAL,NOCTURNA,41,39
OFICIAL,NOCTURNA,41,39
OFICIAL,COMPLETA,42,39
OFICIAL,FIN DE SEMANA,42,39
OFICIAL,NOCTURNA,42,39
OFICIAL,FIN DE SEMANA,42,39
OFICIAL,FIN DE SEMANA,42,39
OFICIAL,TARDE,42,39
OFICIAL,COMPLETA,42,39
NO OFICIAL,NOCTURNA,42,39
OFICIAL,MANANA,42,39
OFICIAL,COMPLETA,42,39
OFICIAL,FIN DE SEMANA,42,39
OFICIAL,MANANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,MANANA,43,39
OFICIAL,COMPLETA,43,39
OFICIAL,MANANA,43,39
OFICIAL,MANANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,FIN DE SEMANA,43,39
NO OFICIAL,MANANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,MANANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,FIN DE SEMANA,43,39
OFICIAL,COMPLETA,43,39
OFICIAL,FIN DE SEMANA,44,39
NO OFICIAL,FIN DE SEMANA,44,39
OFICIAL,MANANA,44,39
NO OFICIAL,NOCTURNA,44,39
OFICIAL,FIN DE SEMANA,44,39
OFICIAL,COMPLETA,44,39
NO OFICIAL,FIN DE SEMANA,44,39
OFICIAL,FIN DE SEMANA,44,39
OFICIAL,FIN DE SEMANA,44,39
NO OFICIAL,FIN DE SEMANA,44,39
OFICIAL,NOCTURNA,44,39
OFICIAL,COMPLETA,44,39
OFICIAL,MANANA,44,39
OFICIAL,NOCTURNA,44,39
OFICIAL,COMPLETA,44,39
OFICIAL,COMPLETA,44,39
OFICIAL,COMPLETA,44,39
OFICIAL,NOCTURNA,45,39
NO OFICIAL,FIN DE SEMANA,45,39
OFICIAL,FIN DE SEMANA,45,39
NO OFICIAL,MANANA,45,39
OFICIAL,COMPLETA,45,39
OFICIAL,TARDE,45,39
OFICIAL,NOCTURNA,45,39
OFICIAL,COMPLETA,45,39
OFICIAL,TARDE,45,39
OFICIAL,FIN DE SEMANA,45,39
NO OFICIAL,FIN DE SEMANA,45,39
OFICIAL,NOCTURNA,46,39
OFICIAL,TARDE,46,39
OFICIAL,MANANA,46,39
OFICIAL,COMPLETA,46,39
OFICIAL,COMPLETA,46,39
OFICIAL,NOCTURNA,47,39
OFICIAL,COMPLETA,48,39
OFICIAL,COMPLETA,49,39
OFICIAL,COMPLETA,40,40
OFICIAL,COMPLETA,42,40
OFICIAL,COMPLETA,42,40
OFICIAL,COMPLETA,42,40
OFICIAL,NOCTURNA,42,40
OFICIAL,COMPLETA,42,40
OFICIAL,COMPLETA,42,40
OFICIAL,FIN DE SEMANA,42,40
OFICIAL,COMPLETA,42,40
OFICIAL,COMPLETA,42,40
OFICIAL,COMPLETA,42,40
OFICIAL,MANANA,42,40
OFICIAL,NOCTURNA,42,40
OFICIAL,MANANA,43,40
OFICIAL,COMPLETA,43,40
OFICIAL,NOCTURNA,43,40
OFICIAL,NOCTURNA,43,40
OFICIAL,MANANA,43,40
OFICIAL,COMPLETA,43,40
NO OFICIAL,MANANA,43,40
OFICIAL,MANANA,43,40
OFICIAL,COMPLETA,43,40
OFICIAL,NOCTURNA,43,40
OFICIAL,COMPLETA,43,40
OFICIAL,MANANA,44,40
OFICIAL,NOCTURNA,44,40
OFICIAL,COMPLETA,44,40
OFICIAL,COMPLETA,44,40
